ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
221-20090716,1970535,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1471,Late Hour,221,RENEW,,05/15/2009,07/14/2009,N,07/16/2009,07/15/2011,07/14/2009,07/15/2009,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
218-20040516,1404408,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1006,Retail Food Establishment,218,RENEW,,03/17/2004,05/12/2004,N,05/16/2004,08/15/2004,05/12/2004,05/13/2004,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
220-20021116,1278056,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1470,Tavern,220,RENEW,09/24/2002,10/30/2002,10/30/2002,N,11/16/2002,05/15/2003,10/30/2002,12/04/2002,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
218-20090716,1970534,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1006,Retail Food Establishment,218,RENEW,,05/15/2009,07/14/2009,N,07/16/2009,07/15/2011,07/14/2009,07/15/2009,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
220-20110716,2094604,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1470,Tavern,220,RENEW,,05/16/2011,07/11/2011,N,07/16/2011,07/15/2013,07/11/2011,07/12/2011,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
220-20031116,1404406,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1470,Tavern,220,RENEW,,09/26/2003,11/04/2003,N,11/16/2003,08/15/2004,11/04/2003,11/05/2003,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
220-20070816,1823916,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1470,Tavern,220,RENEW,,06/21/2007,08/10/2007,N,08/16/2007,07/15/2009,08/10/2007,08/13/2007,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
221-20070816,1823918,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1471,Late Hour,221,RENEW,,06/21/2007,08/10/2007,N,08/16/2007,07/15/2009,08/10/2007,08/13/2007,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
222-20070816,1823917,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1781,Tobacco Retail Over Counter,222,RENEW,,06/21/2007,08/10/2007,N,08/16/2007,07/15/2009,08/10/2007,08/13/2007,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
220-20030516,1337979,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1470,Tavern,220,RENEW,03/25/2003,05/09/2003,05/09/2003,N,05/16/2003,11/15/2003,05/09/2003,05/12/2003,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
221-20030516,1337980,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1471,Late Hour,221,RENEW,03/25/2003,05/09/2003,05/09/2003,N,05/16/2003,11/15/2003,05/09/2003,05/12/2003,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
218-20070816,1823919,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1006,Retail Food Establishment,218,RENEW,,06/21/2007,08/10/2007,N,08/16/2007,07/15/2009,08/10/2007,08/13/2007,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
222-20040816,1496279,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1781,Tobacco Retail Over Counter,222,RENEW,,06/30/2004,08/11/2004,N,08/16/2004,08/15/2005,08/11/2004,08/12/2004,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
221-20031116,1404407,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1471,Late Hour,221,RENEW,,09/26/2003,11/04/2003,N,11/16/2003,08/15/2004,11/04/2003,11/05/2003,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
220-20050816,1598416,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1470,Tavern,220,RENEW,,06/21/2005,08/11/2005,N,08/16/2005,08/15/2006,08/11/2005,08/12/2005,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
221-20021116,1278055,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1471,Late Hour,221,RENEW,09/24/2002,10/30/2002,10/30/2002,N,11/16/2002,05/15/2003,10/30/2002,12/04/2002,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
218-20050816,1598417,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1006,Retail Food Establishment,218,RENEW,,06/21/2005,08/11/2005,N,08/16/2005,08/15/2006,08/11/2005,08/12/2005,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
221-20050816,1598419,30,1,LAURIE'S PIZZERIA INC.,LAURIE'S REST & COCKTAIL LOUNG,5153 N BROADWAY  1ST,CHICAGO,IL,60640,48,21,20,1471,Late Hour,221,RENEW,,06/21/2005,08/11/2005,N,08/16/2005,08/15/2006,08/11/2005,08/12/2005,AAI,,34,41.976165361,-87.65971548,"(41.97616536053114, -87.6597154797116)"
37971-20020516,1228717,31,1,"PIZZERIA UNO, INC.",PIZZERIA UNO CHICAGO BAR & GRILL,29 E OHIO ST,CHICAGO,IL,60611,42,22,18,1006,Retail Food Establishment,37971,RENEW,03/27/2002,07/16/2002,04/24/2002,N,05/16/2002,05/15/2003,07/16/2002,07/17/2002,AAC,01/15/2003,,41.892383417,-87.626804787,"(41.89238341663872, -87.6268047865619)"
37972-20020516,1228718,31,1,"PIZZERIA UNO, INC.",PIZZERIA UNO CHICAGO BAR & GRILL,29 E OHIO ST,CHICAGO,IL,60611,42,22,18,1475,Consumption on Premises - Incidental Activity,37972,RENEW,03/27/2002,07/16/2002,04/24/2002,N,05/16/2002,11/15/2002,07/16/2002,07/17/2002,AAI,,,41.892383417,-87.626804787,"(41.89238341663872, -87.6268047865619)"
37973-20020516,1228719,32,2,"SU CASA, INC.",SU CASA,49 E ONTARIO ST,CHICAGO,IL,60611,42,22,18,1006,Retail Food Establishment,37973,RENEW,03/27/2002,,06/10/2002,N,05/16/2002,05/15/2003,06/10/2002,06/11/2002,AAI,,,41.89319256,-87.626172814,"(41.89319255965124, -87.62617281400281)"
37974-20011116,1172406,32,2,"SU CASA, INC.",SU CASA,49 E ONTARIO ST,CHICAGO,IL,60611,42,22,18,1475,Consumption on Premises - Incidental Activity,37974,RENEW,10/03/2001,03/23/2002,11/21/2001,N,11/16/2001,05/15/2002,03/23/2002,03/25/2002,AAI,,,41.89319256,-87.626172814,"(41.89319255965124, -87.62617281400281)"
37974-20020516,1228720,32,2,"SU CASA, INC.",SU CASA,49 E ONTARIO ST,CHICAGO,IL,60611,42,22,18,1475,Consumption on Premises - Incidental Activity,37974,RENEW,03/27/2002,06/17/2002,06/10/2002,N,05/16/2002,11/15/2002,06/17/2002,06/18/2002,AAI,,,41.89319256,-87.626172814,"(41.89319255965124, -87.62617281400281)"
37976-20020516,1228723,33,1,"PIZZERIA DUE, INC.",PIZZERIA DUE,619 N WABASH AVE 1ST,CHICAGO,IL,60611,42,22,18,1471,Late Hour,37976,RENEW,03/27/2002,06/13/2002,04/22/2002,N,05/16/2002,11/15/2002,06/13/2002,06/14/2002,AAC,10/29/2002,,41.893184989,-87.62661003,"(41.8931849885056, -87.62661002969385)"
37975-20020516,1228721,33,1,"PIZZERIA DUE, INC.",PIZZERIA DUE,619 N WABASH AVE 1ST,CHICAGO,IL,60611,42,22,18,1006,Retail Food Establishment,37975,RENEW,03/27/2002,06/13/2002,04/22/2002,N,05/16/2002,05/15/2003,06/13/2002,06/14/2002,AAC,10/29/2002,,41.893184989,-87.62661003,"(41.8931849885056, -87.62661002969385)"
37977-20020516,1228724,33,1,"PIZZERIA DUE, INC.",PIZZERIA DUE,619 N WABASH AVE 1ST,CHICAGO,IL,60611,42,22,18,1475,Consumption on Premises - Incidental Activity,37977,RENEW,03/27/2002,06/13/2002,04/22/2002,N,05/16/2002,11/15/2002,06/13/2002,06/14/2002,AAC,10/29/2002,,41.893184989,-87.62661003,"(41.8931849885056, -87.62661002969385)"
37978-20020516,1228722,33,1,"PIZZERIA DUE, INC.",PIZZERIA DUE,619 N WABASH AVE 1ST,CHICAGO,IL,60611,42,22,18,1477,Outdoor Patio,37978,RENEW,03/27/2002,06/13/2002,04/22/2002,N,05/16/2002,11/15/2002,06/13/2002,06/14/2002,AAC,10/29/2002,,41.893184989,-87.62661003,"(41.8931849885056, -87.62661002969385)"
229-20070816,1823921,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1006,Retail Food Establishment,229,RENEW,,06/21/2007,07/28/2007,N,08/16/2007,06/15/2009,07/28/2007,07/30/2007,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
230-20050816,1598423,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1010,Limited Business License,230,RENEW,,06/21/2005,07/19/2005,N,08/16/2005,08/15/2006,07/19/2005,07/20/2005,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
231-20020516,1228728,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1474,Package Goods,231,RENEW,03/27/2002,05/02/2002,05/02/2002,N,05/16/2002,11/15/2002,05/02/2002,05/03/2002,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
230-20040816,1496283,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1010,Limited Business License,230,RENEW,,06/30/2004,07/27/2004,N,08/16/2004,08/15/2005,07/27/2004,07/27/2004,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
232-20060816,1719289,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1781,Tobacco Retail Over Counter,232,RENEW,,06/21/2006,07/19/2006,N,08/16/2006,08/15/2007,07/19/2006,07/20/2006,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
231-20031116,1404410,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1474,Package Goods,231,RENEW,,09/26/2003,10/28/2003,N,11/16/2003,08/15/2004,10/28/2003,10/29/2003,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
230-20030516,1337985,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1010,Limited Business License,230,RENEW,03/25/2003,04/17/2003,04/17/2003,N,05/16/2003,05/15/2004,04/17/2003,04/18/2003,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
231-20021116,1278062,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1474,Package Goods,231,RENEW,09/24/2002,10/23/2002,10/23/2002,N,11/16/2002,05/15/2003,10/23/2002,10/24/2002,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
231-20070816,1823923,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1474,Package Goods,231,RENEW,,06/21/2007,07/28/2007,N,08/16/2007,06/15/2009,07/28/2007,07/30/2007,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
230-20040516,1404412,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1010,Limited Business License,230,RENEW,,03/17/2004,04/06/2004,N,05/16/2004,08/15/2004,04/06/2004,04/07/2004,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
232-20020516,1228727,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1781,Tobacco Retail Over Counter,232,RENEW,03/27/2002,05/02/2002,05/02/2002,N,05/16/2002,05/15/2003,05/02/2002,05/03/2002,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
230-20060816,1719287,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1010,Limited Business License,230,RENEW,,06/21/2006,07/19/2006,N,08/16/2006,08/15/2007,07/19/2006,07/20/2006,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
232-20040516,1404413,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1781,Tobacco Retail Over Counter,232,RENEW,,03/17/2004,04/06/2004,N,05/16/2004,08/15/2004,04/06/2004,04/07/2004,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
230-20070816,1823922,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1010,Limited Business License,230,RENEW,,06/21/2007,07/28/2007,N,08/16/2007,06/15/2009,07/28/2007,07/30/2007,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
231-20050816,1598422,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1474,Package Goods,231,RENEW,,06/21/2005,07/19/2005,N,08/16/2005,08/15/2006,08/01/2005,08/02/2005,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
232-20050816,1598421,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1781,Tobacco Retail Over Counter,232,RENEW,,06/21/2005,07/19/2005,N,08/16/2005,08/15/2006,07/19/2005,07/20/2005,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
230-20020516,1228726,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1010,Limited Business License,230,RENEW,03/27/2002,05/02/2002,05/02/2002,N,05/16/2002,05/15/2003,05/02/2002,05/03/2002,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
232-20070816,1823920,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1781,Tobacco Retail Over Counter,232,RENEW,,06/21/2007,07/28/2007,N,08/16/2007,06/15/2009,07/28/2007,07/30/2007,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
229-20060816,1719286,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1006,Retail Food Establishment,229,RENEW,,06/21/2006,07/19/2006,N,08/16/2006,08/15/2007,07/19/2006,07/20/2006,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
232-20040816,1496284,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1781,Tobacco Retail Over Counter,232,RENEW,,06/30/2004,07/27/2004,N,08/16/2004,08/15/2005,07/27/2004,07/27/2004,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
229-20030516,1337982,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1006,Retail Food Establishment,229,RENEW,03/25/2003,04/17/2003,04/17/2003,N,05/16/2003,05/15/2004,04/17/2003,04/18/2003,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
231-20040816,1496281,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1474,Package Goods,231,RENEW,,06/30/2004,07/27/2004,N,08/16/2004,08/15/2005,07/27/2004,07/27/2004,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
231-20060816,1719288,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1474,Package Goods,231,RENEW,,06/21/2006,07/19/2006,N,08/16/2006,08/15/2007,08/01/2006,08/01/2006,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
232-20030516,1337984,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1781,Tobacco Retail Over Counter,232,RENEW,03/25/2003,04/17/2003,04/17/2003,N,05/16/2003,05/15/2004,04/17/2003,04/18/2003,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
229-20040816,1496282,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1006,Retail Food Establishment,229,RENEW,,06/30/2004,07/27/2004,N,08/16/2004,08/15/2005,07/27/2004,07/27/2004,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
229-20040516,1404411,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1006,Retail Food Establishment,229,RENEW,,03/17/2004,04/06/2004,N,05/16/2004,08/15/2004,04/06/2004,04/07/2004,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
229-20020516,1228725,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1006,Retail Food Establishment,229,RENEW,03/27/2002,05/02/2002,05/02/2002,N,05/16/2002,05/15/2003,05/02/2002,05/03/2002,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
231-20030516,1337983,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1474,Package Goods,231,RENEW,03/25/2003,04/17/2003,04/17/2003,N,05/16/2003,11/15/2003,04/17/2003,04/18/2003,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
229-20050816,1598420,34,1,K & C FOOD & LIQUORS INC.,69TH ST. CERTIFIED,1906 W 69TH ST,CHICAGO,IL,60636,17,19,7,1006,Retail Food Establishment,229,RENEW,,06/21/2005,07/19/2005,N,08/16/2005,08/15/2006,07/19/2005,07/20/2005,AAI,,,41.768577517,-87.671513182,"(41.76857751665232, -87.67151318236414)"
237-19970516,688,35,1,MOHAMED FARAJ,BEIRUT RESTURANT,4714 N KEDZIE AVE 1ST,CHICAGO,IL,60625,33,27,17,1050,Public Place of Amusement,237,ISSUE,,06/20/2000,,N,05/16/1997,05/15/1998,,04/12/2006,AAI,,60,41.967114771,-87.708577093,"(41.967114771432584, -87.70857709253173)"
240-20030516,1337987,36,1,"OLD TIMER'S RESTAURANT & BAR, INC.",OLD TIMERS REST & LOUNGE,75 E LAKE ST 1ST,CHICAGO,IL,60601,42,9,1,1475,Consumption on Premises - Incidental Activity,240,RENEW,03/25/2003,05/15/2003,05/15/2003,N,05/16/2003,11/15/2003,05/15/2003,05/16/2003,AAI,,,41.885624255,-87.625296495,"(41.88562425462461, -87.6252964950646)"
239-20051116,1623162,36,1,"OLD TIMER'S RESTAURANT & BAR, INC.",OLD TIMERS REST & LOUNGE,75 E LAKE ST 1ST,CHICAGO,IL,60601,42,9,1,1006,Retail Food Establishment,239,RENEW,,09/22/2005,11/08/2005,N,11/16/2005,11/15/2006,11/08/2005,11/09/2005,AAI,,,41.885624255,-87.625296495,"(41.88562425462461, -87.6252964950646)"
240-20021116,1278063,36,1,"OLD TIMER'S RESTAURANT & BAR, INC.",OLD TIMERS REST & LOUNGE,75 E LAKE ST 1ST,CHICAGO,IL,60601,42,9,1,1475,Consumption on Premises - Incidental Activity,240,RENEW,09/24/2002,11/12/2002,11/12/2002,N,11/16/2002,05/15/2003,11/12/2002,02/21/2003,AAI,,,41.885624255,-87.625296495,"(41.88562425462461, -87.6252964950646)"
240-20020516,1228730,36,1,"OLD TIMER'S RESTAURANT & BAR, INC.",OLD TIMERS REST & LOUNGE,75 E LAKE ST 1ST,CHICAGO,IL,60601,42,9,1,1475,Consumption on Premises - Incidental Activity,240,RENEW,03/27/2002,05/14/2002,05/14/2002,N,05/16/2002,11/15/2002,05/14/2002,05/16/2002,AAI,,,41.885624255,-87.625296495,"(41.88562425462461, -87.6252964950646)"
240-20031116,1404414,36,1,"OLD TIMER'S RESTAURANT & BAR, INC.",OLD TIMERS REST & LOUNGE,75 E LAKE ST 1ST,CHICAGO,IL,60601,42,9,1,1475,Consumption on Premises - Incidental Activity,240,RENEW,,09/26/2003,11/13/2003,N,11/16/2003,11/15/2004,11/13/2003,11/14/2003,AAI,,,41.885624255,-87.625296495,"(41.88562425462461, -87.6252964950646)"
239-20040516,1404415,36,1,"OLD TIMER'S RESTAURANT & BAR, INC.",OLD TIMERS REST & LOUNGE,75 E LAKE ST 1ST,CHICAGO,IL,60601,42,9,1,1006,Retail Food Establishment,239,RENEW,,03/17/2004,04/27/2004,N,05/16/2004,11/15/2004,05/05/2004,05/05/2004,AAI,,,41.885624255,-87.625296495,"(41.88562425462461, -87.6252964950646)"
240-20080916,1916697,36,1,"OLD TIMER'S RESTAURANT & BAR, INC.",OLD TIMERS REST & LOUNGE,75 E LAKE ST 1ST,CHICAGO,IL,60601,42,9,1,1475,Consumption on Premises - Incidental Activity,240,RENEW,,07/15/2008,09/15/2008,N,09/16/2008,09/15/2010,09/15/2008,02/27/2009,AAI,,,41.885624255,-87.625296495,"(41.88562425462461, -87.6252964950646)"
240-20051116,1623163,36,1,"OLD TIMER'S RESTAURANT & BAR, INC.",OLD TIMERS REST & LOUNGE,75 E LAKE ST 1ST,CHICAGO,IL,60601,42,9,1,1475,Consumption on Premises - Incidental Activity,240,RENEW,,09/22/2005,11/08/2005,N,11/16/2005,11/15/2006,11/14/2005,11/16/2005,AAI,,,41.885624255,-87.625296495,"(41.88562425462461, -87.6252964950646)"
239-20041116,1520822,36,1,"OLD TIMER'S RESTAURANT & BAR, INC.",OLD TIMERS REST & LOUNGE,75 E LAKE ST 1ST,CHICAGO,IL,60601,42,9,1,1006,Retail Food Establishment,239,RENEW,,09/27/2004,11/12/2004,N,11/16/2004,11/15/2005,11/12/2004,11/15/2004,AAI,,,41.885624255,-87.625296495,"(41.88562425462461, -87.6252964950646)"
239-20061116,1743805,36,1,"OLD TIMER'S RESTAURANT & BAR, INC.",OLD TIMERS REST & LOUNGE,75 E LAKE ST 1ST,CHICAGO,IL,60601,42,9,1,1006,Retail Food Establishment,239,RENEW,,09/20/2006,11/15/2006,N,11/16/2006,11/15/2007,11/15/2006,11/16/2006,AAI,,,41.885624255,-87.625296495,"(41.88562425462461, -87.6252964950646)"
240-20071116,1848491,36,1,"OLD TIMER'S RESTAURANT & BAR, INC.",OLD TIMERS REST & LOUNGE,75 E LAKE ST 1ST,CHICAGO,IL,60601,42,9,1,1475,Consumption on Premises - Incidental Activity,240,RENEW,,09/21/2007,11/13/2007,N,11/16/2007,09/15/2008,11/13/2007,11/30/2007,AAI,,,41.885624255,-87.625296495,"(41.88562425462461, -87.6252964950646)"
240-20061116,1743804,36,1,"OLD TIMER'S RESTAURANT & BAR, INC.",OLD TIMERS REST & LOUNGE,75 E LAKE ST 1ST,CHICAGO,IL,60601,42,9,1,1475,Consumption on Premises - Incidental Activity,240,RENEW,,09/20/2006,11/15/2006,N,11/16/2006,11/15/2007,11/17/2006,11/20/2006,AAI,,,41.885624255,-87.625296495,"(41.88562425462461, -87.6252964950646)"
239-20071116,1848492,36,1,"OLD TIMER'S RESTAURANT & BAR, INC.",OLD TIMERS REST & LOUNGE,75 E LAKE ST 1ST,CHICAGO,IL,60601,42,9,1,1006,Retail Food Establishment,239,RENEW,,09/21/2007,11/13/2007,N,11/16/2007,09/15/2008,11/13/2007,11/30/2007,AAI,,,41.885624255,-87.625296495,"(41.88562425462461, -87.6252964950646)"
239-20030516,1337986,36,1,"OLD TIMER'S RESTAURANT & BAR, INC.",OLD TIMERS REST & LOUNGE,75 E LAKE ST 1ST,CHICAGO,IL,60601,42,9,1,1006,Retail Food Establishment,239,RENEW,03/25/2003,05/15/2003,05/15/2003,N,05/16/2003,05/15/2004,05/15/2003,05/16/2003,AAI,,,41.885624255,-87.625296495,"(41.88562425462461, -87.6252964950646)"
